,Unnamed: 0,Unnamed: 0.1,outletID,Subway Station,Tobacco Outlet Address,ZIP,Important Notes,Images (Y/N),Quality (Y/N),Quality (Y/N) Comments ,Name,Borough,name_1,Cons 1,numerator green_1,denom_all_1,Non-cons 1,numerator all_1,denom_all_1.1,name_2,Cons 2,numerator green_2,denom_all_2,Non-cons 2,Num_All_2,denom_all_2.1,Name*,Cons*,Num_Green,Denom_All,Non-cons*,Num_All,Denom_All.1,outlet_id,subway_station_x,address_x,borough_x,zip_x,ftp_visible_x,black and mild_x,bm_quantity_x,bm_flavor_x,bm_pkgclr_x,entourage_x,e_quantity_x,e_flavor_x,e_pkgclr_x,blunt wraps_x,bw_quantity_x,bw_flavor,bw_pkgclr_x,zig zag_x,zz_quantity_x,zz_flavor_x,zz_pkgclr_x,show_x,sh_quantity_x,sh_flavor_x,sh_pkgclr_x,swisher sweets_x,ss_quantity_x,ss_flavor_x,ss_pkgclr_x,hype_x,hy_quantity_x,hy_flavor_x,hy_pkgclr_x,d'ville_x,dv_quantity_x,dv_flavor_x,dv_pkgclr_x,game_x,gm_quantity_x,gm_flavor_x,gm_pkgclr_x,other_x,other_quantity_x,other_flavor_x,other_pkgclr_x,unidentifiable_brand_x,issues_x,subway_station_y,address_y,borough_y,zip_y,ftp_visible_y,black and mild_y,bm_quantity_y,bm_flavor_y,bm_pkgclr_y,entourage_y,e_quantity_y,e_flavor_y,e_pkgclr_y,blunt wraps_y,bw_quantity_y,bw_flavors,bw_pkgclr_y,zig zag_y,zz_quantity_y,zz_flavor_y,zz_pkgclr_y,show_y,sh_quantity_y,sh_flavor_y,sh_pkgclr_y,swisher sweets_y,ss_quantity_y,ss_flavor_y,ss_pkgclr_y,hype_y,hy_quantity_y,hy_flavor_y,hy_pkgclr_y,d'ville_y,dv_quantity_y,dv_flavor_y,dv_pkgclr_y,game_y,gm_quantity_y,gm_flavor_y,gm_pkgclr_y,other_y,other_quantity_y,other_flavor_y,other_pkgclr_y,unidentifiable_brand_y,issues_y,geo22,lon,lat
87,87,87,88.0,"96th St, 1, 2, &3 train",Â 214 W 96TH ST Manhattan NY 10025,10025.0,,Y,Y,Y; acceptable,Sally,MN,SA,27-Jul,7.0,27.0,27-Aug,8.0,27.0,SS,24-May,5.0,24.0,24-Jun,6.0,24,,,,,,,,88,"96th St, 1, 2, &3 train",Â 214 W 96TH ST Manhattan NY 10025,MN,10025.0,y,n,,,,n,,,,y,3.0,"purple, pink, green",,y,1.0,straight up,,y,3.0,"sweet, tata, og kush",,n,,,,n,,,,y,1.0,gold,,n,,,,"bluntville, backwoods",2.0,"palma, sweet aromatic",,,,"96th St, 1, 2, &3 train",214 W 96TH ST Manhattan NY 10025,MN,10025.0,Y,Y,3.0,,"BROWN(2),BLUE",N,,,,N,,,,N,,,,Y,4.0,,"ORANGE, GREEN/ORANGE,YELLOW/RED,SILVER",N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7942698, -73.9715381]", -73.9715381,40.7942698
88,88,88,89.0,"96th St, 1, 2, &3 train",2567 BROADWAY Manhattan NY 10025,10025.0,pharmacy,Y,Y,Y; good,Sally,MN,AV,38/225,38.0,225.0,43/225,43.0,225.0,SS,54/163,54.0,163.0,59/163,59.0,163,,,,,,,,89,"96th St, 1, 2, &3 train",2567 BROADWAY Manhattan NY 10025,MN,10025.0,y,n,,,,n,,,,n,,,,y,1.0,straight up,,n,,,,n,,,,n,,,,n,,,,n,,,,"dutch masters, backwoods",2.0,"palma, sweet aromatic",,,,"96th St, 1, 2, &3 train",2567 BROADWAY Manhattan NY 10025,MN,10025.0,Y,Y,1.0,,ORANGE,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7950807, -73.97185060000001]", -73.97185060000001,40.7950807
89,89,89,90.0,"96th St, 1, 2, &3 train",2575 BROADWAY Manhattan NY 10025,10025.0,,Y,Y,Y; good,Sally,MN,AV,51/232,51.0,232.0,64/232,64.0,232.0,SS,56/205,56.0,205.0,67/205,67.0,205,,,,,,,,90,"96th St, 1, 2, &3 train",2575 BROADWAY Manhattan NY 10025,MN,10025.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"96th St, 1, 2, &3 train",2575 BROADWAY Manhattan NY 10025,MN,10025.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7953443, -73.9716518]", -73.9716518,40.7953443
90,90,90,91.0,"96th St, 1, 2, &3 train",2528 BROADWAY Manhattan NY 10025,10025.0,photos maybe be switched with the outlet below,Y,Y,Y; acceptable,Sally,MN,SA,Aug-85,8.0,85.0,Nov-85,11.0,85.0,SS,55/253,55.0,253.0,67/253,67.0,253,,,,,,,,91,"96th St, 1, 2, &3 train",2528 BROADWAY Manhattan NY 10025,MN,10025.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"96th St, 1, 2, &3 train",2528 BROADWAY Manhattan NY 10025,MN,10025.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7934623, -73.9719843]", -73.9719843,40.7934623
91,91,91,92.0,"Canal St, 1 & 2 train",17 THOMPSON ST Manhattan NY 10013,10013.0,,Y,Y,Y; acceptable,Sally,MN,SA,24-Jul,7.0,24.0,24-Aug,8.0,24.0,SS,25-Aug,8.0,25.0,25-Sep,9.0,25,,,,,,,,92,"Canal St, 1 & 2 train",17 THOMPSON ST Manhattan NY 10013,MN,10013.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Canal St, 1 & 2 train",17 THOMPSON ST Manhattan NY 10013,MN,10013.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7225996, -74.0046957]", -74.0046957,40.7225996
92,92,92,93.0,"Cortlandt St, N & R train",1 LIBERTY PLZ Manhattan NY 10006,10006.0,,Y,Y,Y; acceptable,Sally,MN,SA,May-36,5.0,36.0,Jul-36,7.0,36.0,SS,30-Mar,3.0,30.0,30-Apr,4.0,30,,,,,,,,93,"Cortlandt St, N & R train",1 LIBERTY PLZ Manhattan NY 10006,MN,10006.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Cortlandt St, N & R train",1 LIBERTY PLZ Manhattan NY 10006,MN,10006.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7096049, -74.0109593]", -74.0109593,40.7096049
93,93,93,94.0,"Cortlandt St, N & R train",6 CORTLANDT ST Manhattan NY 10007,10007.0,,Y,Y,Y; acceptable,Sally,MN,SA,15/66,15.0,66.0,22/66,22.0,66.0,SS,Dec-58,12.0,58.0,14/58,14.0,58,,,,,,,,94,"Cortlandt St, N & R train",6 CORTLANDT ST Manhattan NY 10007,MN,10007.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,"dutch masters, backwoods",2.0,"palma, sweet aromatic",,,,"Cortlandt St, N & R train",6 CORTLANDT ST Manhattan NY 10007,MN,10007.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,1.0,"[40.7100026, -74.01021730000001]", -74.01021730000001,40.7100026
94,94,94,95.0,"Cortlandt St, N & R train",7 DEY ST Manhattan NY 10007,10007.0,,Y,Y,Y; far but acceptable,Sally,MN,SA,25-May,5.0,25.0,25-Jun,6.0,25.0,SS,23/114,23.0,114.0,23/114,23.0,114,,,,,,,,95,"Cortlandt St, N & R train",7 DEY ST Manhattan NY 10007,MN,10007.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Cortlandt St, N & R train",7 DEY ST Manhattan NY 10007,MN,10007.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7105849, -74.0100978]", -74.0100978,40.7105849
95,95,95,96.0,"Cortlandt St, N & R train",12 JOHN ST Manhattan NY 10038,10038.0,no cigarettes visible,Y,N,,,MN,SA,17/64,17.0,64.0,19/64,19.0,64.0,SS,17/64,17.0,64.0,36/64,36.0,64,,,,,,,,96,"Cortlandt St, N & R train",12 JOHN ST Manhattan NY 10038,MN,10038.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,y,1.0,poco loco,,n,,,,n,,,,y,2.0,"gold, pink",,y,6.0,"gold, blue, black, green, red",,"backwoods, bluntville",4.0,"sweet aromatic, black & sweet aromatic, wild n' mild ,palma",,2.0,,"Cortlandt St, N & R train",12 JOHN ST Manhattan NY 10038,MN,10038.0,Y,Y,2.0,,"ORANGE, BLUE",Y,1.0,PALMA,,N,,,,N,,,,Y,2.0,,"RED/GREEN, YELLOW/BLACK",N,,,,N,,,,Y,4.0,"PINK,GOLD,VANILLA, UNID(1)",,Y,6.0,,"YELLOW(2), BLUE, GREEN, UNID (2)",N,,,,,,"[40.7098261, -74.0091249]", -74.0091249,40.7098261
96,96,96,97.0,"Cortlandt St, N & R train",15 MAIDEN LN Manhattan NY 10038,10038.0,bad images,Y,N,,,MN,SA,12-Feb,2.0,12.0,12-Feb,2.0,12.0,RL,12-Feb,2.0,12.0,12-Feb,2.0,12,,,,,,,,97,"Cortlandt St, N & R train",15 MAIDEN LN Manhattan NY 10038,MN,10038.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Cortlandt St, N & R train",15 MAIDEN LN Manhattan NY 10038,MN,10038.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7094971, -74.0091257]", -74.0091257,40.7094971
97,97,97,98.0,"Cortlandt St, N & R train",24 MAIDEN LN Manhattan NY 10038,10038.0,,Y,Y,Y; acceptable ,Sally,MN,SA,24/100,24.0,100.0,37/100,37.0,100.0,SS,21/84,21.0,84.0,25/84,25.0,84,,,,,,,,98,"Cortlandt St, N & R train",24 MAIDEN LN Manhattan NY 10038,MN,10038.0,y,n,,,,y,2.0,"palma, le prive",,y,2.0,"dp purple, zero",,y,1.0,straight up,,y,3.0,"og kush, buzz, sweet",,n,,,,n,,,,y,3.0,"gold, black, pink",,y,6.0,"blue, black, green",,"backwoods, white owl, bluntville",5.0,"sweet aromatic, wild n' mild, sweets, green sweets, palma",,,,"Cortlandt St, N & R train",24 MAIDEN LN Manhattan NY 10038,MN,10038.0,Y,N,,,,Y,2.0,"PALMA, LE PRIVE",,Y,2.0,"ZERO, PURPLE",,Y,1.0,STRAIGHT UP,,Y,5.0,"BUZZ, SWEET, OG KUSH (3)",,N,,,,N,,,,Y,3.0,"PINK, BLACK",UNID YELLOW,Y,6.0,,"GREEN(2), BLACK/SILVER(2), BLUE(2)",N,,,,,,"[40.7090774, -74.00906880000001]", -74.00906880000001,40.7090774
98,98,98,99.0,"Cortlandt St, N & R train",65 NASSAU ST Manhattan NY 10038,10038.0,no cigarettes visible,Y,N,,,MN,SA,19-May,5.0,19.0,18-Jul,7.0,18.0,RL,19-Jun,6.0,19.0,19-Oct,10.0,19,,,,,,,,99,"Cortlandt St, N & R train",65 NASSAU ST Manhattan NY 10038,MN,10038.0,y,n,,,,y,2.0,palma,,y,3.0,"dp purple, dp kush, dp up&up",,y,1.0,straight up,,y,3.0,"og kush, sweet, poco loco",,n,,,,y,2.0,"silver, blue mystique",,n,,,,y,2.0,black,,"bluntville, backwoods",2.0,"piff, sweet aromatic",,,,"Cortlandt St, N & R train",65 NASSAU ST Manhattan NY 10038,MN,10038.0,Y,N,,,,Y,2.0,PALMA,,N,,,,Y,1.0,STRAIGHT UP,,Y,3.0,"OG KUSH, BA BOOM",YELLO/RED,N,,,,N,,,,N,,,,Y,2.0,UNID,,N,,,,,,"[40.70943219999999, -74.0086288]", -74.0086288,40.70943219999999
99,99,99,100.0,"Inwood - 207 St,  A train",4879 BROADWAY Manhattan NY 10034,10034.0,Behind other tobacco products,Y,N,0,Sofiya,MN,JP,5-Feb,2.0,5.0,6-Feb,2.0,5.0,SA,5-Feb,2.0,5.0,5-Feb,2.0,5,,,,,,,,100,"Inwood - 207 St, A train",4879 BROADWAY Manhattan NY 10034,MN,10034.0,y,n,,,,y,1.0,palma,,n,,,,y,2.0,"slo burn straight up, straight up",,y,3.0,"sweet, og kush",,n,,,,y,5.0,"sweet, silver, blue mystique, purple wave",,n,,,,n,,,,"dutch masters, bluntville, backwoods",3.0,"palma, sweet aromatic",,,,"Inwood - 207 St, A train",4879 BROADWAY Manhattan NY 10034,MN,10034.0,Y,N,,,,Y,1.0,PALMA,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,1.0,GOLD,,N,,,,N,,,,,,"[40.86711, -73.9234279]", -73.9234279,40.86711
100,100,100,101.0,"Inwood - 207 St,  A train",4973 BROADWAY Manhattan NY 10034,10034.0,cigarettes partially blocked by vendor,Y,N,N,Sofiya,MN,RL,4-Mar,3.0,4.0,4-Mar,3.0,4.0,SA,14/56,14.0,56.0,19/56,19.0,56,,,,,,,,101,"Inwood - 207 St, A train",4973 BROADWAY Manhattan NY 10034,MN,10034.0,y,n,,,,y,1.0,palma,,y,1.0,dp zero,,n,,,,y,2.0,"og kush, sweet",,n,,,,y,4.0,"silver, blue mystique, pure gold, purple wave",,y,1.0,gold,,y,1.0,blue,,"bluntville, dutch masters, backwoods",3.0,"palma, sweet aromatic",,,,"Inwood - 207 St, A train",4973 BROADWAY Manhattan NY 10034,MN,10034.0,Y,N,,,,Y,1.0,PALMA,,N,,,,N,,,,Y,2.0,"OG KUSH, SWEET",,N,,,,Y,4.0,,"BLULE,SILVER,YELLOW,PURPLE",Y,2.0,"GOLD, PALMA",,N,,,,N,,,,,,"[40.8684145, -73.9195635]", -73.9195635,40.8684145
101,101,101,102.0,"Inwood - 207 St,  A train",635 W 207TH ST Manhattan NY 10034,10034.0,cigs behind dark plexigass; difficult to see,Y,Y,Y,Sofiya,MN,SA,14-Mar,3.0,14.0,14-May,5.0,14.0,RL,14-Mar,3.0,14.0,14-May,5.0,14,,,,,,,,102,"Inwood - 207 St, A train",635 W 207TH ST Manhattan NY 10034,MN,10034.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Inwood - 207 St, A train",635 W 207TH ST Manhattan NY 10034,MN,10034.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8684907, -73.9214791]", -73.9214791,40.8684907
102,102,102,103.0,"Inwood - 207 St,  A train",630 W 207TH ST Manhattan NY 10034,10034.0,,Y,Y,Y,Sofiya,MN,SA,12-Feb,2.0,12.0,12-Mar,3.0,12.0,SS,12-Feb,2.0,12.0,12-May,5.0,12,,,,,,,,103,"Inwood - 207 St, A train",630 W 207TH ST Manhattan NY 10034,MN,10034.0,y,n,,,,y,4.0,"palma, le prive, connosieur",,n,,,,y,6.0,"straight up, pink, blue, purple",,n,,,,n,,,,y,9.0,"sweet, blue mystique, silver, purple wave, white grape",,n,,,,n,,,,"bluntville, rock n roll, dutch masters",9.0,"palma, piff, pink diva, blue, green, palma",,,,"Inwood - 207 St, A train",630 W 207TH ST Manhattan NY 10034,MN,10034.0,Y,N,,,,Y,4.0,"LE PRIVE, PALMA (3)",,N,,,,Y,6.0,"STRAIGH UP(2), PURPLE,PINK,BLUE(2)",,Y,8.0,"SWEETS,","BLUE(3),SILVER,PURPLE, GREEN (2)",N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8682372, -73.9217118]", -73.9217118,40.8682372
103,103,103,104.0,"Inwood - 207 St,  A train",581 W 207TH ST Manhattan NY 10034,10034.0,,Y,Y,Y,Sofiya,MN,JP,13-Apr,4.0,13.0,13-Apr,4.0,13.0,SA,13-Apr,4.0,13.0,13-May,5.0,13,,,,,,,,104,"Inwood - 207 St, A train",581 W 207TH ST Manhattan NY 10034,MN,10034.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Inwood - 207 St, A train",581 W 207TH ST Manhattan NY 10034,MN,10034.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8669289, -73.9205417]", -73.9205417,40.8669289
104,104,104,105.0,"Inwood - 207 St,  A train",132 VERMILYEA AVE Manhattan NY 10034,10034.0,,Y,Y,Y,Sofiya,MN,JP,9-Apr,4.0,10.0,10-May,5.0,10.0,SA,10-Apr,4.0,10.0,10-May,5.0,10,,,,,,,,105,"Inwood - 207 St, A train",132 VERMILYEA AVE Manhattan NY 10034,MN,10034.0,y,n,,,,n,,,,n,,,,y,1.0,straight up,,n,,,,n,,,,n,,,,n,,,,n,,,,dutch masters,4.0,palma,,,,"Inwood - 207 St, A train",132 VERMILYEA AVE Manhattan NY 10034,MN,10034.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.866743, -73.9210626]", -73.9210626,40.866743
105,105,105,106.0,"Union Square Station, 4, 5, 6, L, N, Q & R train",141 4TH AVE Manhattan NY 10003,10003.0,"* probably should be cigarettes, dark pictures",Y,N,"pretty bad, dark pictures for cigarettes ",Sally ,MN,RL,Nov-34,11.0,34.0,14/34,14.0,34.0,SS,16/79,16.0,79.0,19/79,19.0,79,,,,,,,,106,"Union Square Station, 4, 5, 6, L, N, Q & R train",141 4TH AVE Manhattan NY 10003,MN,10003.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Union Square Station, 4, 5, 6, L, N, Q & R train",141 4TH AVE Manhattan NY 10003,MN,10003.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.73369479999999, -73.9896577]", -73.9896577,40.73369479999999
106,106,106,107.0,"Union Square Station, 4, 5, 6, L, N, Q & R train",873 BROADWAY Manhattan NY 10003,10003.0,,Y,Y,"yes, good pictures",Sally,MN,AV,18/63,18.0,63.0,22/63,22.0,63.0,SS,15/62,15.0,62.0,19/62,19.0,62,,,,,,,,107,"Union Square Station, 4, 5, 6, L, N, Q & R train",873 BROADWAY Manhattan NY 10003,MN,10003.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,y,1.0,gold,,n,,,,,,,,,,"Union Square Station, 4, 5, 6, L, N, Q & R train",873 BROADWAY Manhattan NY 10003,MN,10003.0,Y,N,,,,Y,1.0,PALMA,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,1.0,,YELLOW,N,,,,N,,,,,,"[40.738142, -73.99035959999999]", -73.99035959999999,40.738142
107,107,107,108.0,"Union Square Station, 4, 5, 6, L, N, Q & R train",239 EAST 14TH STREET Manhattan NY 10003 ,10003.0,,Y,Y,"okay, but could use closer pictures",Sally,MN,AV,19/171,19.0,171.0,23/171,23.0,171.0,SS,29/135,29.0,135.0,31/135,31.0,135,,,,,,,,108,"Union Square Station, 4, 5, 6, L, N, Q & R train",239 EAST 14TH STREET Manhattan NY 10003,MN,10003.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Union Square Station, 4, 5, 6, L, N, Q & R train",239 EAST 14TH STREET Manhattan NY 10003,MN,10003.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.73287089999999, -73.98536740000002]", -73.98536740000002,40.73287089999999
108,108,108,109.0,"Union Square Station, 4, 5, 6, L, N, Q & R train",S/W/C UNION SQUARE EAST Manhattan 10003,10003.0,,Y,Y,"yes, perfect!",Sally,MN,ZZ,35/187,35.0,187.0,19/138,19.0,138.0,SS,19/138,19.0,138.0,26/138,26.0,138,,,,,,,,109,"Union Square Station, 4, 5, 6, L, N, Q & R train",S/W/C UNION SQUARE EAST Manhattan 10003,MN,10003.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,y,1.0,gold,,n,,,,,,,,,,"Union Square Station, 4, 5, 6, L, N, Q & R train",S/W/C UNION SQUARE EAST Manhattan 10003,MN,10003.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,1.0,"[40.7353339, -73.9899901]", -73.9899901,40.7353339
109,109,109,110.0,"Union Square Station, 4, 5, 6, L, N, Q & R train",1 UNION SQ S Manhattan NY 10003,10003.0,Duane Reade,Y,Y,"yes, but cashier in the way",Sally,MN,AV,42/320,42.0,320.0,53/320,53.0,320.0,SS,40/285,40.0,285.0,51/285,51.0,285,,,,,,,,110,"Union Square Station, 4, 5, 6, L, N, Q & R train",1 UNION SQ S Manhattan NY 10003,MN,10003.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Union Square Station, 4, 5, 6, L, N, Q & R train",1 UNION SQ S Manhattan NY 10003,MN,10003.0,Y,Y,5.0,"ROYA(3), JAZZ(2)",,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.734279, -73.9902571]", -73.9902571,40.734279
110,110,110,111.0,"Union Square Station, 4, 5, 6, L, N, Q & R train",145 4TH AVE Manhattan NY 10003,10003.0,Duane Reade,Y,Y,"yes, good pictures",Sally,MN,AV,34/322,34.0,322.0,52/322,52.0,322.0,SS,25/278,25.0,278.0,40/278,40.0,278,,,,,,,,111,"Union Square Station, 4, 5, 6, L, N, Q & R train",145 4TH AVE Manhattan NY 10003,MN,10003.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,dutch masters,1.0,palma,,,,"Union Square Station, 4, 5, 6, L, N, Q & R train",145 4TH AVE Manhattan NY 10003,MN,10003.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.733988, -73.98959479999999]", -73.98959479999999,40.733988
111,111,111,112.0,21st St. - Van Alst (G),2302 JACKSON AVE Queens NY 11101,11101.0,partially blocked,Y,Y,Y; vendor in way,,QN,RL,24/51,24.0,51.0,39/51,39.0,51.0,AV,24/98,24.0,98.0,30/98,30.0,98,,,,,,,,112,21st St. - Van Alst (G),2302 JACKSON AVE Queens NY 11101,QN,11101.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,21st St. - Van Alst (G),2302 JACKSON AVE Queens NY 11101,QN,11101.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7456971, -73.9455112]", -73.9455112,40.7456971
112,112,112,113.0,21st St. - Van Alst (G),4520 23RD ST Queens NY 11101,11101.0,,Y,Y,Y,,QN,RL,39/72,39.0,72.0,59/72,59.0,72.0,AV,Jul-62,7.0,62.0,Jul-62,7.0,62,,,,,,,,113,21st St. - Van Alst (G),4520 23RD ST Queens NY 11101,QN,11101.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,21st St. - Van Alst (G),4520 23RD ST Queens NY 11101,QN,11101.0,Y,Y,2.0,JAZZ,LIGHT ORANGE/YELLOW,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.746422, -73.94564919999999]", -73.94564919999999,40.746422
113,113,113,114.0,21st St. - Van Alst (G),1157 44TH DR Queens NY 11101,11101.0,partially blocked,Y,Y,Y; vendor in way,,QN,RL,26/117,26.0,117.0,34/117,34.0,117.0,SA,14-Feb,2.0,14.0,14-Mar,3.0,14,,,,,,,,114,21st St. - Van Alst (G),1157 44TH DR Queens NY 11101,QN,11101.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,21st St. - Van Alst (G),1157 44TH DR Queens NY 11101,QN,11101.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7482668, -73.9475501]", -73.9475501,40.7482668
114,114,114,115.0,21st St. - Van Alst (G),4516 23RD ST Queens NY 11101,11101.0,,Y,Y,Y,,QN,RL,43/123,43.0,123.0,47/117,47.0,117.0,SA,Dec-46,12.0,46.0,18/46,18.0,46,,,,,,,,115,21st St. - Van Alst (G),4516 23RD ST Queens NY 11101,QN,11101.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,21st St. - Van Alst (G),4516 23RD ST Queens NY 11101,QN,11101.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.74648860000001, -73.945649]", -73.945649,40.74648860000001
115,115,115,116.0,21st St. - Van Alst (G),2103 45TH AVE Queens NY 11101,11101.0,,Y,Y,Y,,QN,RL,26/124,26.0,124.0,30/124,30.0,124.0,AV,14/48,14.0,48.0,15/48,15.0,48,,,,,,,,116,21st St. - Van Alst (G),2103 45TH AVE Queens NY 11101,QN,11101.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,21st St. - Van Alst (G),2103 45TH AVE Queens NY 11101,QN,11101.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,5.0,"[40.7474251, -73.9473481]", -73.9473481,40.7474251
116,116,116,117.0,21st St. - Van Alst (G),2123 49TH AVE Queens NY 11101,11101.0,partially blocked by vendor,Y,Y,Y; vendor in way,,QN,RL,79/149,79.0,142.0,86/142,86.0,142.0,AV,27-Oct,10.0,27.0,27-Oct,10.0,27,,,,,,,,117,21st St. - Van Alst (G),2123 49TH AVE Queens NY 11101,QN,11101.0,y,n,,,,y,1.0,palma,,y,1.0,dp zero,,n,,,,n,,,,n,,,,n,,,,n,,,,y,2.0,"green, silver",,"white owl, bluntville, backwoods",2.0,"sweets, green sweets, palma, sweet aromatic",,,,21st St. - Van Alst (G),2123 49TH AVE Queens NY 11101,QN,11101.0,Y,N,,,,Y,1.0,,YELLOW,N,,,,N,,,,N,,,,N,,,,N,,,,Y,1.0,PALMA,,Y,2.0,"GREEN, SILVER",,N,,,,,,"[40.7423159, -73.9481223]", -73.9481223,40.7423159
117,117,117,118.0,"65th St. (E,M,R)",7211 35TH AVE Queens NY 11372,11377.0,,Y,N,Y- bad quality,Rachel,QN,RL,15-Mar,3.0,15.0,15-May,5.0,15.0,SA,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[18.7756318, 100.7730417]", 100.7730417,18.7756318
